gameId,queueId,seasonId,gameVersion,gameDuration,100_JUNGLE_champ,100_JUNGLE_rank,100_TOP_champ,100_TOP_rank,100_MIDDLE_champ,100_MIDDLE_rank,100_BOTTOM_2_champ,100_BOTTOM_2_rank,100_BOTTOM_champ,100_BOTTOM_rank,200_JUNGLE_champ,200_JUNGLE_rank,200_TOP_champ,200_TOP_rank,200_MIDDLE_champ,200_MIDDLE_rank,200_BOTTOM_2_champ,200_BOTTOM_2_rank,200_BOTTOM_champ,200_BOTTOM_rank,win
509166792,440,9,7.20.204.9809,1883,29,2,157,3,101,2,51,3,12,3,32,2,98,2,61,3,37,1,67,4,0
510550422,440,9,7.20.204.9809,1791,11,1,3,3,84,3,89,2,18,1,23,3,150,2,90,3,53,3,222,3,1
510522304,440,9,7.20.204.9809,1910,62,3,80,1,115,2,498,3,497,2,120,3,58,3,1,1,119,3,53,1,1
509134939,440,9,7.20.204.9809,1893,91,3,86,1,34,3,89,3,18,3,120,3,24,3,3,3,15,2,44,2,1
509121555,440,9,7.20.204.9809,1513,62,3,516,2,25,2,89,3,429,3,59,4,126,2,63,1,96,2,412,3,0
509075248,440,9,7.20.204.9809,1225,62,3,240,1,134,2,78,2,498,2,33,3,83,3,17,1,18,2,497,1,1
508913661,440,9,7.20.204.9809,2595,28,1,98,1,74,1,12,2,22,1,141,3,157,3,115,3,25,3,15,2,0
508853068,440,9,7.20.204.9809,1611,81,3,86,1,90,2,412,1,67,3,5,3,420,3,115,2,222,2,201,2,0
508827486,440,9,7.20.204.9809,3102,64,3,114,2,90,2,236,2,143,2,5,2,157,3,161,2,29,1,412,2,0
508623183,440,9,7.20.204.9809,2129,11,2,14,3,161,2,89,2,18,2,23,3,98,2,143,1,497,3,498,1,1
508618997,440,9,7.20.204.9809,1745,120,1,75,1,268,1,15,1,201,2,23,3,84,3,38,1,89,1,21,1,0
508560560,440,9,7.20.204.9809,1222,98,3,126,2,268,2,29,3,412,2,86,2,2,2,127,2,22,2,25,2,1
506141149,420,9,7.19.203.1070,2325,59,1,86,3,9,1,412,1,133,1,11,3,57,4,134,3,222,3,40,4,1
505990217,420,9,7.19.203.1070,1670,11,3,27,4,110,3,201,3,236,4,254,3,86,4,99,3,96,2,117,4,1
515513517,440,9,7.21.206.6866,2097,154,1,48,2,55,2,201,2,202,2,141,2,17,3,163,4,254,2,18,1,0
507051131,440,9,7.20.204.9809,1793,266,2,6,1,103,2,51,1,89,2,64,2,11,3,85,2,29,3,497,2,1
508508858,440,9,7.20.204.9809,1712,154,2,17,3,45,1,222,2,117,3,24,3,54,1,63,2,498,1,99,3,0
507023537,440,9,7.20.204.9809,2019,121,3,98,3,61,3,29,1,63,2,104,1,80,3,1,5,67,2,40,1,0
515501170,440,9,7.21.206.6866,2146,11,4,14,1,45,1,12,2,202,1,28,2,48,2,238,1,44,3,96,1,0
515478651,440,9,7.21.206.6866,1631,24,3,6,1,238,1,12,1,119,2,58,3,126,1,131,1,98,1,498,2,1
514947783,440,9,7.21.206.6866,2614,104,1,75,2,134,1,89,3,21,1,79,2,516,1,131,1,12,1,22,1,0
514943215,440,9,7.21.206.6866,1573,106,1,75,2,69,3,31,3,18,3,154,2,122,2,25,3,34,3,67,3,0
514925407,440,9,7.21.206.6866,2072,11,3,23,3,3,2,143,3,17,3,121,2,75,2,238,3,18,3,12,2,1
512923546,440,9,7.21.206.6866,1366,64,3,122,2,3,1,44,1,18,2,106,2,75,2,268,3,89,1,110,2,0
514456429,440,9,7.21.206.6866,2266,81,3,27,1,134,2,15,1,25,2,11,1,58,2,45,4,498,2,89,2,1
514166232,440,9,7.21.206.6866,1982,19,1,122,3,31,3,18,2,98,2,254,2,75,2,55,2,236,2,412,2,1
514127917,440,9,7.21.206.6866,1903,64,2,31,2,45,1,22,2,201,2,59,2,39,1,34,3,497,1,498,2,0
512917457,440,9,7.21.206.6866,1955,107,2,150,1,157,2,111,1,67,2,56,2,75,2,8,3,53,4,21,3,0
512604588,440,9,7.21.206.6866,1464,33,2,75,2,99,2,67,3,53,1,254,4,41,3,157,2,44,4,119,3,0
512573916,440,9,7.21.206.6866,1761,19,2,75,2,3,3,16,2,498,2,79,2,23,2,61,3,44,1,133,2,1
512578662,440,9,7.21.206.6866,1326,77,1,157,2,112,1,412,1,21,1,64,3,58,2,268,3,429,3,54,3,0
512528286,440,9,7.21.206.6866,1539,64,3,240,2,7,1,21,1,40,1,245,3,57,4,80,3,37,3,18,1,1
512546385,440,9,7.21.206.6866,2157,28,1,14,1,99,2,119,2,37,2,64,3,86,1,238,4,67,3,412,3,0
519624473,440,9,7.22.208.1062,2010,121,1,23,1,134,1,18,1,201,2,141,3,75,2,92,3,54,1,21,3,0
520679890,420,9,7.22.208.1062,1745,64,2,24,1,80,2,37,2,51,2,19,1,164,2,45,2,12,2,22,2,1
519622716,440,9,7.22.208.1062,1949,121,3,268,3,157,2,236,3,43,3,141,3,8,3,103,4,37,4,29,2,0
519566069,440,9,7.22.208.1062,1849,33,3,80,3,90,2,29,2,44,2,64,3,81,2,61,3,67,2,54,3,0
519608890,440,9,7.22.208.1062,3093,113,2,57,2,1,2,21,2,201,2,254,3,14,3,79,3,44,3,18,1,1
519594664,440,9,7.22.208.1062,2369,104,4,6,3,90,1,67,2,412,3,120,4,98,1,245,1,89,1,81,1,0
519405751,440,9,7.22.208.1062,2095,32,2,111,3,7,1,67,2,12,3,11,1,126,2,63,1,110,3,1,2,0
519421600,440,9,7.22.208.1062,1735,28,3,150,1,157,2,497,3,110,2,64,3,126,3,90,3,3,1,29,2,0
518899351,440,9,7.22.208.1062,1594,80,4,3,1,7,2,53,1,222,3,120,3,48,3,161,3,12,3,67,2,1
519336537,420,9,7.22.208.1062,2617,35,2,86,2,38,2,110,2,143,2,421,2,39,2,13,2,12,2,29,2,0
518908718,440,9,7.22.208.1062,1893,56,1,98,2,103,2,267,2,81,3,121,1,157,3,43,3,67,2,117,2,0
518898090,440,9,7.22.208.1062,1245,120,3,59,3,61,2,12,2,119,1,141,2,84,3,81,3,110,3,16,3,1
518565590,440,9,7.22.208.1062,1567,78,3,80,2,105,1,29,2,412,1,64,3,107,3,55,2,497,3,498,1,1
518573616,440,9,7.22.208.1062,1961,105,3,31,2,59,2,17,3,22,2,64,3,57,3,85,2,222,3,412,2,1
518451534,440,9,7.22.208.1062,2203,33,2,157,2,45,2,134,2,236,3,19,3,83,2,82,2,63,2,67,2,0
518437206,440,9,7.22.208.1062,1488,114,3,157,2,105,2,29,2,3,3,107,2,82,1,24,2,222,2,98,2,1
518561341,440,9,7.22.208.1062,2259,35,2,9,2,99,2,45,2,29,2,92,2,420,1,1,2,236,2,3,1,1
513741683,440,9,7.21.206.6866,2059,64,2,80,1,41,2,236,2,89,2,32,1,238,3,90,1,222,1,9,2,0
517252911,440,9,7.22.208.1062,1656,154,1,6,1,238,1,222,1,267,1,64,1,41,1,245,1,67,1,25,1,1
511259789,440,9,7.21.206.6866,2108,64,3,85,4,91,1,119,3,78,1,19,3,75,1,99,1,21,3,89,2,0
510634890,440,9,7.20.204.9809,2313,14,3,57,3,245,5,143,2,202,3,120,2,80,1,103,4,12,3,222,2,1
510944656,440,9,7.20.204.9809,2277,32,1,41,2,3,2,18,2,89,2,11,1,80,1,105,1,25,1,222,2,1
510931674,440,9,7.20.204.9809,2134,120,1,68,2,91,1,236,3,201,2,81,2,80,1,34,2,18,1,267,2,1
510596998,440,9,7.20.204.9809,1592,80,2,126,2,245,2,222,3,201,1,11,1,50,1,10,2,497,1,81,1,1
510418763,440,9,7.20.204.9809,2008,59,2,80,1,63,2,29,2,143,2,154,2,420,2,103,2,96,1,16,1,1
510334400,440,9,7.20.204.9809,2344,14,3,6,2,157,3,117,2,18,1,64,2,17,3,103,4,21,1,40,1,1
510385477,440,9,7.20.204.9809,2390,24,2,50,1,61,3,119,2,143,2,33,1,31,3,45,1,110,2,21,2,1
520664417,420,9,7.22.208.1062,1507,19,3,516,2,90,2,202,2,16,2,32,1,86,3,99,3,498,3,497,3,1
520623929,420,9,7.22.208.1062,1588,59,3,23,3,238,2,45,3,222,3,19,3,80,3,17,3,99,3,236,3,0
520457087,420,9,7.22.208.1062,1480,24,3,114,3,38,2,51,3,89,3,19,3,86,2,105,2,432,3,18,3,0
520454501,420,9,7.22.208.1062,2045,154,3,31,3,131,3,222,2,53,3,19,3,43,3,84,3,18,2,412,3,1
520453235,420,9,7.22.208.1062,1609,19,3,6,1,25,2,53,2,21,2,113,1,17,2,131,3,67,3,43,2,1
518852838,420,9,7.22.208.1062,3190,19,3,80,2,268,3,236,3,412,1,104,3,75,3,105,3,81,3,9,3,1
518715442,420,9,7.22.208.1062,2158,11,3,254,3,55,1,29,3,53,3,24,3,50,3,81,3,25,3,15,3,0
513074140,420,9,7.21.206.6866,2695,3,2,54,2,45,3,222,3,25,1,32,3,86,2,161,3,498,2,117,2,1
518577663,440,9,7.22.208.1062,1442,24,2,27,2,38,2,202,2,222,3,19,3,104,2,3,2,412,1,29,2,1
515704363,440,9,7.21.206.6866,3069,79,3,86,2,90,2,25,1,202,4,141,1,27,3,161,2,3,1,498,4,1
512951581,420,9,7.21.206.6866,1824,19,3,80,3,103,2,18,2,89,1,121,1,86,2,3,1,497,2,222,3,1
512991250,420,9,7.21.206.6866,1906,141,3,3,2,103,3,267,2,51,3,121,2,41,2,157,2,117,1,236,1,0
512936466,420,9,7.21.206.6866,1422,64,2,36,2,61,2,412,3,96,1,32,3,31,2,99,3,15,4,89,1,0
512924787,420,9,7.21.206.6866,1711,64,2,80,2,17,3,37,3,29,1,19,3,5,2,85,2,53,2,202,1,1
512858473,420,9,7.21.206.6866,2580,64,1,27,1,85,3,99,2,29,1,245,2,86,2,61,3,222,3,53,1,1
512839425,420,9,7.21.206.6866,1512,86,2,75,2,245,3,40,2,18,3,102,3,23,2,103,2,110,2,12,3,0
512837989,420,9,7.21.206.6866,2028,24,1,92,1,119,1,53,2,222,3,120,3,78,3,84,1,25,3,15,3,1
510538828,440,9,7.20.204.9809,1254,11,3,157,2,63,1,29,3,12,2,2,2,82,2,74,2,25,1,51,2,1
510520829,440,9,7.20.204.9809,1783,154,1,57,2,90,3,412,2,236,1,33,1,516,3,161,2,29,3,53,2,1
510416892,440,9,7.20.204.9809,1999,60,2,122,1,38,2,44,1,18,1,19,4,114,2,238,1,498,2,53,2,0
510480288,440,9,7.20.204.9809,1756,11,1,54,4,266,1,81,1,117,2,19,1,157,1,17,3,29,4,53,2,0
510378961,440,9,7.20.204.9809,2679,121,3,3,1,13,1,412,3,236,2,56,2,83,1,4,3,18,2,12,2,1
510366525,440,9,7.20.204.9809,2166,121,2,98,2,45,2,22,3,201,1,31,4,83,3,268,2,21,1,53,2,1
510365418,440,9,7.20.204.9809,1187,19,3,35,2,105,2,44,1,67,2,104,2,150,3,38,1,51,4,53,2,0
510370656,440,9,7.20.204.9809,2070,154,2,122,3,238,1,96,1,16,1,64,3,75,2,127,2,17,3,40,2,1
510360036,440,9,7.20.204.9809,1732,120,3,80,3,161,2,40,3,222,2,33,1,54,2,34,1,44,1,51,3,1
509028248,440,9,7.20.204.9809,2180,141,4,86,2,90,2,497,1,202,2,59,4,150,2,38,3,21,1,412,1,1
508635566,440,9,7.20.204.9809,1649,5,3,516,3,45,2,222,3,497,3,31,3,3,2,90,2,18,4,267,2,1
509047017,440,9,7.20.204.9809,2106,64,3,86,1,45,1,222,2,12,2,254,2,83,2,112,2,37,1,18,2,0
508925226,440,9,7.20.204.9809,1714,48,2,150,3,99,1,16,1,119,2,11,2,23,2,84,1,12,2,67,4,1
510339394,440,9,7.20.204.9809,1427,19,2,150,1,103,1,53,2,18,1,113,1,8,2,134,2,497,2,67,2,1
508630653,440,9,7.20.204.9809,2517,76,3,240,3,7,3,40,3,29,4,113,3,164,4,90,2,15,2,267,2,1
508537260,440,9,7.20.204.9809,2603,64,1,80,1,99,3,202,4,44,1,19,1,54,2,32,1,16,2,29,1,1
508596615,440,9,7.20.204.9809,1688,113,3,126,4,90,2,51,2,267,2,24,4,83,1,99,5,18,5,89,3,1
508495298,440,9,7.20.204.9809,2469,11,2,133,2,238,3,498,1,25,3,113,2,75,2,131,3,222,3,432,1,1
508323317,440,9,7.20.204.9809,2287,131,3,86,2,157,2,43,2,67,2,107,2,92,3,3,3,40,2,498,2,1
508278088,440,9,7.20.204.9809,1789,107,2,36,2,134,3,117,3,67,1,28,1,8,3,1,3,497,1,498,3,0
508230190,440,9,7.20.204.9809,1562,59,2,54,3,34,1,498,2,89,1,102,3,75,2,238,1,236,3,143,3,0
508185829,440,9,7.20.204.9809,2060,104,2,75,2,157,1,222,3,53,3,516,3,17,3,238,4,111,2,81,2,0
508085347,440,9,7.20.204.9809,2078,19,3,75,2,238,3,236,2,43,1,32,3,31,2,3,3,44,2,21,2,1
508064189,440,9,7.20.204.9809,2388,113,1,75,2,6,2,89,3,67,4,19,1,84,1,3,3,78,3,29,2,0
520446932,420,9,7.22.208.1062,1540,254,1,17,2,63,3,201,2,222,3,11,2,516,3,101,3,40,3,22,2,1
520001417,420,9,7.22.208.1062,1185,106,2,141,1,81,3,43,3,222,2,102,3,14,2,245,3,21,3,3,3,0
519966260,420,9,7.22.208.1062,1892,64,3,17,3,238,3,81,3,267,2,35,2,6,3,105,3,40,2,67,3,1
520616940,420,9,7.22.208.1062,2195,107,2,104,2,7,2,25,2,51,2,427,3,114,2,115,2,67,3,497,2,1
520092582,420,9,7.22.208.1062,3158,11,2,240,3,61,2,236,2,53,2,141,2,150,2,7,3,222,3,99,1,1
520427956,420,9,7.22.208.1062,2657,141,2,254,2,84,2,202,3,53,2,24,2,17,2,4,2,110,3,12,2,1
519292365,420,9,7.22.208.1062,2053,32,2,98,3,69,3,18,1,53,3,64,2,126,3,99,1,29,1,89,2,1
520053416,420,9,7.22.208.1062,1733,32,2,84,2,91,2,51,2,201,3,113,2,420,3,3,3,22,3,54,2,0
519616294,420,9,7.22.208.1062,2565,254,2,31,2,134,3,498,2,201,2,11,2,17,2,63,3,67,3,111,2,0
519290081,420,9,7.22.208.1062,1196,107,3,2,2,31,2,29,3,25,3,102,2,150,2,55,3,67,2,117,3,0
519305416,420,9,7.22.208.1062,2025,154,3,245,3,17,3,18,1,75,3,421,3,266,2,4,3,29,3,412,3,1
519257353,420,9,7.22.208.1062,1982,104,2,50,3,236,2,99,3,21,2,102,2,157,3,38,2,89,3,202,2,0
519258514,420,9,7.22.208.1062,1941,141,2,111,2,84,3,43,2,22,3,14,3,92,3,245,3,498,2,497,2,0
518896387,420,9,7.22.208.1062,2372,102,2,86,3,103,2,21,3,89,3,121,3,83,3,157,3,15,2,412,3,0
518898859,420,9,7.22.208.1062,1971,141,2,92,2,268,1,3,1,110,3,64,3,150,3,79,3,37,3,22,3,0
518897993,420,9,7.22.208.1062,2092,245,3,150,3,91,3,222,3,106,3,59,1,75,2,268,1,96,3,143,3,1
519215296,420,9,7.22.208.1062,1596,113,3,122,3,7,3,67,3,497,2,120,2,164,3,238,1,21,3,25,3,0
518884882,420,9,7.22.208.1062,1898,35,2,6,3,43,3,497,3,498,3,59,3,83,2,13,3,25,3,67,3,1
518892159,420,9,7.22.208.1062,1885,29,3,420,2,61,3,44,3,429,3,121,2,17,3,45,2,15,2,412,3,1
518878836,420,9,7.22.208.1062,1838,104,2,516,3,141,3,63,3,429,3,19,3,80,3,99,2,412,2,22,3,0
518741397,420,9,7.22.208.1062,2283,76,3,13,3,134,3,25,3,110,3,64,3,266,3,43,3,497,3,222,3,0
518315062,420,9,7.22.208.1062,1720,32,3,240,2,84,1,18,3,412,3,104,3,74,3,161,2,21,3,85,3,0
518333325,420,9,7.22.208.1062,2304,3,3,516,3,236,1,202,3,44,2,203,3,420,3,1,3,412,3,21,3,0
518332883,420,9,7.22.208.1062,2337,11,3,41,2,1,3,51,2,154,2,79,3,516,2,103,1,44,3,67,3,0
518332596,420,9,7.22.208.1062,1739,106,3,86,3,101,3,99,2,51,3,131,3,420,3,31,3,3,3,15,3,1
518322671,420,9,7.22.208.1062,2090,98,3,84,3,55,1,22,3,497,3,141,3,57,1,105,2,222,3,412,3,1
518312642,420,9,7.22.208.1062,2292,121,3,86,3,54,3,222,3,12,3,56,3,39,3,238,3,236,3,9,3,0
518330159,420,9,7.22.208.1062,2701,56,1,24,3,30,2,12,3,21,3,254,3,268,3,236,3,67,3,98,3,1
517901465,420,9,7.22.208.1062,1535,57,2,23,3,131,1,236,2,99,3,141,1,114,1,81,3,77,1,22,2,1
517878376,420,9,7.22.208.1062,1607,102,1,75,2,90,2,201,2,22,3,106,3,83,1,103,3,53,2,29,3,0
517859479,420,9,7.22.208.1062,2167,203,1,91,3,112,2,119,1,44,3,141,1,6,3,101,2,202,2,111,2,1
517900401,420,9,7.22.208.1062,1704,141,1,75,2,99,3,22,2,31,1,64,1,13,1,238,2,89,2,202,1,1
517822743,420,9,7.22.208.1062,1660,19,3,6,2,99,3,81,1,89,2,64,4,240,1,55,2,25,3,110,2,0
517633195,420,9,7.22.208.1062,1137,113,2,86,1,43,2,222,2,16,1,76,1,3,2,157,1,26,1,429,3,1
517529311,420,9,7.22.208.1062,1979,154,2,101,2,268,1,497,2,222,2,104,3,81,2,103,3,498,3,143,2,1
517437172,420,9,7.22.208.1062,1392,141,1,98,1,6,1,110,2,53,3,32,1,75,1,7,3,222,2,412,3,0
517068033,420,9,7.22.208.1062,1900,5,2,27,2,45,2,25,1,21,2,141,2,23,2,157,2,37,1,67,2,1
517056446,420,9,7.22.208.1062,2422,76,3,245,2,8,2,12,2,222,2,102,1,164,2,238,2,201,3,236,4,0
517431053,420,9,7.22.208.1062,2064,19,2,86,1,38,1,432,1,22,1,64,2,48,3,45,2,25,3,222,2,0
516632930,420,9,7.22.208.1062,2183,64,1,516,2,55,3,236,2,117,2,107,2,31,2,245,2,267,3,29,2,0
516622235,420,9,7.22.208.1062,1861,19,3,80,1,131,3,497,1,498,1,64,2,13,2,63,3,43,2,222,3,0
516228905,420,9,7.22.208.1062,1951,5,3,122,1,45,3,21,2,53,2,78,1,126,2,99,1,202,2,89,1,1
516607575,420,9,7.22.208.1062,2440,54,2,64,3,157,2,67,2,201,1,59,3,41,3,161,3,412,2,29,3,0
516641144,420,9,7.22.208.1062,1482,32,2,38,2,157,3,53,1,222,2,141,1,80,2,238,3,37,1,18,3,0
516558616,420,9,7.22.208.1062,2513,81,1,54,3,1,3,4,1,429,1,19,1,82,2,131,1,111,3,67,2,0
516238586,420,9,7.22.208.1062,1804,141,3,14,2,105,1,412,2,222,1,11,2,117,2,245,2,53,1,110,2,1
516247696,420,9,7.22.208.1062,1679,4,1,57,2,101,2,40,1,22,2,107,2,67,2,90,2,202,3,37,1,1
516228393,420,9,7.22.208.1062,1252,11,3,68,3,127,1,25,2,81,2,120,2,62,3,1,2,133,1,202,3,1
516227141,420,9,7.22.208.1062,1858,60,3,3,3,105,1,18,2,412,3,11,3,92,1,103,3,67,2,53,3,0
516620024,420,9,7.22.208.1062,2062,11,2,75,3,91,2,412,2,222,2,59,2,98,1,61,2,25,2,110,2,1
516239334,420,9,7.22.208.1062,2325,64,1,141,3,238,1,267,1,18,2,59,3,157,3,105,2,222,1,412,2,1
516225706,420,9,7.22.208.1062,2253,203,2,75,1,38,3,412,1,110,2,28,1,86,1,236,3,202,1,89,3,0
515524280,420,9,7.21.206.6866,2144,79,2,85,3,91,3,51,4,16,1,64,2,150,3,134,3,110,2,40,2,1
517295756,440,9,7.22.208.1062,1840,427,1,82,1,80,1,44,1,202,1,64,1,150,1,157,1,412,1,222,1,1
511481324,420,9,7.21.206.6866,1717,62,3,86,3,238,2,25,4,110,4,14,3,75,3,101,2,67,3,3,3,1
517093171,420,9,7.22.208.1062,1788,11,3,122,3,81,3,40,4,21,2,2,4,50,4,91,3,53,3,29,1,0
510070354,440,9,7.20.204.9809,2164,77,4,17,1,101,2,222,1,37,1,79,1,31,3,126,2,143,3,18,1,0
508552787,440,9,7.20.204.9809,2596,141,1,86,1,25,3,12,1,67,2,120,2,75,2,101,2,119,2,37,4,0
510747053,440,9,7.20.204.9809,1674,29,2,48,3,42,3,17,1,498,1,64,2,106,2,238,2,497,1,51,3,1
504852191,440,9,7.19.203.1070,2562,81,2,58,3,101,2,111,3,429,4,64,3,106,3,161,3,412,2,67,4,0
509803933,440,9,7.20.204.9809,1357,5,1,75,1,45,1,412,1,67,2,64,3,39,3,101,2,18,1,40,4,0
504177189,440,9,7.19.203.1070,2163,19,2,164,4,7,3,96,1,89,2,64,2,122,3,103,2,498,5,412,2,0
504169652,440,9,7.19.203.1070,1615,64,1,114,3,90,2,21,2,57,3,104,1,75,2,1,3,51,2,201,2,1
503710557,440,9,7.19.203.1070,1635,19,1,54,4,99,2,111,5,18,3,106,2,92,4,268,5,96,2,89,2,0
503569634,440,9,7.19.203.1070,1255,35,2,92,4,101,2,96,2,89,2,141,3,157,4,45,1,222,4,12,4,1
503612191,440,9,7.19.203.1070,2837,29,2,27,1,103,3,67,1,37,3,104,2,92,4,101,2,498,2,89,2,1
504171858,440,9,7.19.203.1070,1671,113,5,31,1,13,4,81,1,43,2,23,1,10,1,26,3,89,2,21,2,1
503546901,440,9,7.19.203.1070,2532,64,2,92,3,99,3,18,2,53,2,113,1,8,5,69,2,89,3,22,3,0
503616974,440,9,7.19.203.1070,2061,64,5,92,4,101,2,22,2,89,2,76,4,24,3,238,1,117,3,67,4,1
503421898,440,9,7.19.203.1070,2507,59,2,80,2,103,2,119,3,412,3,11,1,98,1,101,2,29,2,201,1,0
502967332,440,9,7.19.203.1070,1636,516,3,104,1,101,2,25,3,119,2,19,1,164,2,42,2,222,3,98,1,1
503015288,440,9,7.19.203.1070,1480,421,1,58,3,101,2,44,1,202,3,64,1,23,5,99,3,497,3,498,4,0
503518662,440,9,7.19.203.1070,2581,78,3,23,2,90,1,25,1,133,2,11,3,3,3,38,3,18,2,12,2,1
502629102,440,9,7.19.203.1070,2178,113,3,150,4,8,3,222,3,44,2,154,2,86,3,157,2,51,2,89,2,1
502369082,440,9,7.19.203.1070,1544,11,4,48,3,91,3,81,1,16,3,31,1,92,2,101,2,133,2,12,2,0
502346502,440,9,7.19.203.1070,1019,11,1,39,1,157,2,412,3,29,3,59,1,92,2,101,2,498,2,57,2,0
502256493,440,9,7.19.203.1070,2150,141,3,57,2,103,2,81,2,53,1,79,3,23,2,105,3,222,3,412,1,1
502362699,440,9,7.19.203.1070,1410,19,2,92,1,101,2,29,2,89,2,32,1,98,1,131,1,236,3,497,2,1
501944264,440,9,7.19.203.1070,1678,19,2,83,1,9,3,412,3,67,3,32,2,98,1,101,2,15,1,497,2,1
502244106,440,9,7.19.203.1070,1331,81,3,3,3,101,2,516,3,18,1,59,3,92,4,45,2,22,3,497,3,0
501881893,440,9,7.19.203.1070,1580,102,1,86,2,90,3,222,3,40,3,60,3,23,2,10,2,117,4,18,2,0
501883817,440,9,7.19.203.1070,2067,113,1,122,2,157,3,25,2,222,3,19,1,23,2,1,4,89,1,18,2,1
501890359,440,9,7.19.203.1070,1216,141,3,68,2,131,4,119,1,412,3,35,3,150,2,55,1,21,2,25,1,1
501764679,440,9,7.19.203.1070,1554,79,3,245,4,157,1,110,1,201,2,5,4,54,3,42,3,81,3,89,2,0
501649260,440,9,7.19.203.1070,1827,33,2,98,1,101,2,117,2,222,2,3,3,83,3,238,1,17,1,18,3,1
501656433,440,9,7.19.203.1070,2543,77,5,126,4,99,3,222,2,432,3,5,2,114,3,69,1,412,3,29,3,1
501700467,440,9,7.19.203.1070,1938,106,2,39,3,50,2,202,3,201,1,19,3,11,2,157,3,89,2,429,4,1
501703985,420,9,7.19.203.1070,1701,107,1,238,2,134,3,67,2,117,4,24,3,127,1,84,3,498,2,89,2,0
501382471,440,9,7.18.201.9160,1823,89,2,17,2,101,2,236,3,53,4,57,4,67,1,99,1,412,1,119,1,1
499527255,420,9,7.18.201.9160,2289,254,3,92,3,163,4,117,2,67,3,64,1,17,1,101,2,412,3,222,4,1
499915506,420,9,7.18.201.9160,1880,56,1,80,2,55,1,202,3,412,3,141,2,126,4,101,2,119,4,40,3,0
499197677,420,9,7.18.201.9160,1919,141,1,420,3,101,2,222,3,43,4,31,1,58,1,45,1,18,1,54,1,1
498589610,440,9,7.18.201.9160,2507,5,2,150,4,17,4,412,4,51,4,64,3,92,1,238,2,89,2,21,2,0
499279665,420,9,7.18.201.9160,1664,48,2,80,3,268,1,22,4,89,3,79,3,2,4,101,2,67,4,44,3,0
498594026,440,9,7.18.201.9160,1145,102,3,92,1,101,2,222,1,89,2,120,2,150,1,134,4,96,3,16,3,1
498600124,420,9,7.18.201.9160,1390,121,3,6,3,84,3,89,2,21,2,28,3,150,4,92,4,44,3,119,1,1
498005924,420,9,7.18.201.9160,1792,121,3,92,3,38,3,67,4,40,2,79,3,17,3,101,2,119,4,267,4,0
497952108,420,9,7.18.201.9160,2804,141,3,86,3,69,2,222,3,201,3,64,2,68,3,161,3,498,2,89,2,1
497878795,420,9,7.18.201.9160,1894,102,4,82,1,99,4,497,5,222,3,19,1,85,3,101,2,201,4,67,3,1
498375089,420,9,7.18.201.9160,1725,64,3,24,4,92,3,21,2,117,4,131,3,8,4,91,3,67,3,16,3,0
497992921,420,9,7.18.201.9160,2027,79,4,58,2,75,4,202,2,497,3,57,2,92,2,238,3,236,2,89,2,0
497693214,420,9,7.18.201.9160,2301,24,3,102,3,101,2,44,3,51,4,81,2,86,3,157,2,412,1,202,4,1
497569939,420,9,7.18.201.9160,1656,120,1,27,1,80,1,202,3,25,2,19,1,48,2,245,3,412,4,21,2,0
497630529,420,9,7.18.201.9160,1462,11,3,48,2,101,2,18,5,43,3,19,1,31,3,238,4,432,1,81,4,1
496985039,420,9,7.18.201.9160,2150,59,3,86,2,268,2,110,4,53,2,19,1,122,1,157,1,43,2,67,2,1
496971458,420,9,7.18.201.9160,1734,64,3,2,3,236,4,74,4,202,2,81,1,157,2,101,2,26,3,21,3,0
496982830,420,9,7.18.201.9160,1605,19,3,157,2,101,2,21,3,45,2,131,3,50,3,103,3,18,3,40,1,1
496349862,420,9,7.17.201.3671,1546,9,1,83,2,1,3,53,1,429,2,32,3,98,1,101,2,110,3,43,1,0
496310504,420,9,7.17.201.3671,1853,141,1,24,4,127,3,236,3,37,2,104,3,59,4,84,3,53,1,119,3,0
496269602,420,9,7.17.201.3671,1544,24,3,150,2,131,3,89,3,21,2,5,2,85,3,101,2,40,4,498,3,1
496295524,420,9,7.17.201.3671,1725,32,4,11,5,105,3,119,3,89,2,64,2,2,3,112,3,117,5,222,1,0
520320770,440,9,7.22.208.1062,1675,23,2,111,3,61,3,53,3,202,3,11,1,78,3,7,3,498,3,497,1,1
496294888,420,9,7.17.201.3671,2302,64,3,150,4,268,3,143,4,222,3,77,3,106,2,50,3,110,3,40,5,0
520073982,440,9,7.22.208.1062,1232,19,3,82,3,26,4,111,3,67,3,64,3,266,3,55,3,117,3,110,3,1
520057569,440,9,7.22.208.1062,1431,64,3,122,3,127,3,67,3,53,1,77,3,8,3,1,3,202,3,63,3,0
520061076,440,9,7.22.208.1062,2177,32,3,245,1,1,3,67,3,98,1,59,1,126,3,45,3,222,3,117,3,1
520028011,440,9,7.22.208.1062,1279,106,2,75,2,34,3,29,2,111,2,154,2,6,3,45,2,161,3,96,2,1
520025993,440,9,7.22.208.1062,1677,121,3,86,3,84,3,53,4,222,3,64,3,50,2,34,3,202,4,412,3,0
520035125,440,9,7.22.208.1062,1858,121,3,48,3,43,3,111,3,67,2,60,1,14,3,42,4,412,3,236,3,1
519641555,440,9,7.22.208.1062,1671,28,3,245,2,34,3,18,4,37,1,32,1,92,1,61,3,51,2,201,3,1
